sector,source_id,field,Claude,Codex,Gemini
FRM,SRC_000061,cb_primary_value_capturer_code,4,4,4
GOV,SRC_000002,cb_primary_value_capturer_code,3,5,3
GOV,SRC_000003,cb_primary_value_capturer_code,3,4,3
GOV,SRC_000004,cb_primary_value_capturer_code,3,4,4
GOV,SRC_000005,cb_primary_value_capturer_code,4,4,4
GOV,SRC_000020,cb_primary_value_capturer_code,3,3,4
GOV,SRC_000021,cb_primary_value_capturer_code,3,3,3
GOV,SRC_000022,cb_primary_value_capturer_code,8,3,3
GOV,SRC_000023,cb_primary_value_capturer_code,4,5,6
GOV,SRC_000028,cb_primary_value_capturer_code,6,5,3
GOV,SRC_000031,cb_primary_value_capturer_code,3,4,0
GOV,SRC_000052,cb_primary_value_capturer_code,8,6,4
GOV,SRC_000053,cb_primary_value_capturer_code,5,6,5
GOV,SRC_000054,cb_primary_value_capturer_code,5,4,5
GOV,SRC_000055,cb_primary_value_capturer_code,4,4,4
GOV,SRC_000056,cb_primary_value_capturer_code,3,5,4
INS,SRC_000017,cb_primary_value_capturer_code,6,6,6
INS,SRC_000018,cb_primary_value_capturer_code,4,4,4
INS,SRC_000019,cb_primary_value_capturer_code,3,3,3
INS,SRC_000024,cb_primary_value_capturer_code,6,6,4
INS,SRC_000029,cb_primary_value_capturer_code,3,6,6
INS,SRC_000030,cb_primary_value_capturer_code,4,6,4
INS,SRC_000032,cb_primary_value_capturer_code,3,3,6
INS,SRC_000033,cb_primary_value_capturer_code,3,3,3
INS,SRC_000034,cb_primary_value_capturer_code,3,3,3
INS,SRC_000047,cb_primary_value_capturer_code,4,6,6
INS,SRC_000048,cb_primary_value_capturer_code,4,4,4
INS,SRC_000049,cb_primary_value_capturer_code,3,6,4
INS,SRC_000050,cb_primary_value_capturer_code,6,6,6
INS,SRC_000051,cb_primary_value_capturer_code,4,4,4
JRN,SRC_000006,cb_primary_value_capturer_code,3,3,4
JRN,SRC_000007,cb_primary_value_capturer_code,8,3,4
JRN,SRC_000008,cb_primary_value_capturer_code,3,3,4
JRN,SRC_000009,cb_primary_value_capturer_code,3,3,4
JRN,SRC_000035,cb_primary_value_capturer_code,3,3,3
JRN,SRC_000036,cb_primary_value_capturer_code,4,4,4
JRN,SRC_000037,cb_primary_value_capturer_code,4,4,4
JRN,SRC_000038,cb_primary_value_capturer_code,4,4,4
JRN,SRC_000039,cb_primary_value_capturer_code,3,4,3
JRN,SRC_000042,cb_primary_value_capturer_code,3,3,3
JRN,SRC_000043,cb_primary_value_capturer_code,3,3,3
JRN,SRC_000044,cb_primary_value_capturer_code,3,3,8
JRN,SRC_000045,cb_primary_value_capturer_code,3,3,3
JRN,SRC_000046,cb_primary_value_capturer_code,4,4,4
COR,SRC_000015,dominant_value_type_code,2,2,2
COR,SRC_000016,dominant_value_type_code,2,2,2
COR,SRC_000025,dominant_value_type_code,2,2,2
COR,SRC_000026,dominant_value_type_code,2,2,2
COR,SRC_000027,dominant_value_type_code,2,2,2
COR,SRC_000062,dominant_value_type_code,2,2,2
COR,SRC_000063,dominant_value_type_code,2,2,2
COR,SRC_000064,dominant_value_type_code,2,2,2
COR,SRC_000065,dominant_value_type_code,3,1,3
COR,SRC_000066,dominant_value_type_code,2,2,2
FRM,SRC_000010,dominant_value_type_code,6,5,1
FRM,SRC_000011,dominant_value_type_code,2,6,2
FRM,SRC_000012,dominant_value_type_code,4,4,4
FRM,SRC_000013,dominant_value_type_code,6,6,6
FRM,SRC_000014,dominant_value_type_code,2,2,2
FRM,SRC_000040,dominant_value_type_code,4,4,4
FRM,SRC_000041,dominant_value_type_code,4,4,4
FRM,SRC_000057,dominant_value_type_code,6,6,6
FRM,SRC_000058,dominant_value_type_code,6,6,6
FRM,SRC_000059,dominant_value_type_code,6,6,6
FRM,SRC_000060,dominant_value_type_code,6,2,6
FRM,SRC_000061,dominant_value_type_code,1,1,1
GOV,SRC_000002,dominant_value_type_code,2,2,2
GOV,SRC_000003,dominant_value_type_code,2,2,2
GOV,SRC_000004,dominant_value_type_code,2,2,2
GOV,SRC_000005,dominant_value_type_code,1,1,2
GOV,SRC_000020,dominant_value_type_code,2,2,2
GOV,SRC_000021,dominant_value_type_code,2,2,2
GOV,SRC_000022,dominant_value_type_code,2,2,2
GOV,SRC_000023,dominant_value_type_code,2,2,2
GOV,SRC_000028,dominant_value_type_code,2,2,2
GOV,SRC_000031,dominant_value_type_code,2,5,2
GOV,SRC_000052,dominant_value_type_code,5,2,6
GOV,SRC_000053,dominant_value_type_code,2,2,2
GOV,SRC_000054,dominant_value_type_code,2,2,2
GOV,SRC_000055,dominant_value_type_code,2,2,2
GOV,SRC_000056,dominant_value_type_code,2,2,2
INS,SRC_000017,dominant_value_type_code,2,2,2
INS,SRC_000018,dominant_value_type_code,5,2,5
INS,SRC_000019,dominant_value_type_code,2,2,2
INS,SRC_000024,dominant_value_type_code,6,6,6
INS,SRC_000029,dominant_value_type_code,2,2,2
INS,SRC_000030,dominant_value_type_code,2,2,2
INS,SRC_000032,dominant_value_type_code,2,2,2
INS,SRC_000033,dominant_value_type_code,2,2,2
INS,SRC_000034,dominant_value_type_code,2,2,2
INS,SRC_000047,dominant_value_type_code,2,2,2
INS,SRC_000048,dominant_value_type_code,5,2,5
INS,SRC_000049,dominant_value_type_code,2,2,2
INS,SRC_000050,dominant_value_type_code,2,2,2
INS,SRC_000051,dominant_value_type_code,6,2,6
JRN,SRC_000006,dominant_value_type_code,2,2,2
JRN,SRC_000007,dominant_value_type_code,4,4,4
JRN,SRC_000008,dominant_value_type_code,2,2,2
JRN,SRC_000009,dominant_value_type_code,6,6,6
JRN,SRC_000035,dominant_value_type_code,2,2,2
JRN,SRC_000036,dominant_value_type_code,2,2,6
JRN,SRC_000037,dominant_value_type_code,2,2,2
JRN,SRC_000038,dominant_value_type_code,5,2,6
JRN,SRC_000039,dominant_value_type_code,2,2,2
JRN,SRC_000042,dominant_value_type_code,1,1,1
JRN,SRC_000043,dominant_value_type_code,1,4,2
JRN,SRC_000044,dominant_value_type_code,1,1,1
JRN,SRC_000045,dominant_value_type_code,2,2,2
JRN,SRC_000046,dominant_value_type_code,5,5,5
COR,SRC_000015,external_link_boundary_code,9,9,9
COR,SRC_000016,external_link_boundary_code,9,9,9
COR,SRC_000025,external_link_boundary_code,9,9,9
COR,SRC_000026,external_link_boundary_code,9,9,9
COR,SRC_000027,external_link_boundary_code,9,9,9
COR,SRC_000062,external_link_boundary_code,9,9,9
COR,SRC_000063,external_link_boundary_code,9,9,9
COR,SRC_000064,external_link_boundary_code,9,9,9
COR,SRC_000065,external_link_boundary_code,9,9,9
COR,SRC_000066,external_link_boundary_code,9,9,9
FRM,SRC_000010,external_link_boundary_code,2,2,0
FRM,SRC_000011,external_link_boundary_code,2,2,2
FRM,SRC_000012,external_link_boundary_code,0,0,0
FRM,SRC_000013,external_link_boundary_code,2,2,2
FRM,SRC_000014,external_link_boundary_code,2,0,0
FRM,SRC_000040,external_link_boundary_code,0,0,0
FRM,SRC_000041,external_link_boundary_code,2,2,0
FRM,SRC_000057,external_link_boundary_code,2,2,1
FRM,SRC_000058,external_link_boundary_code,0,0,0
FRM,SRC_000059,external_link_boundary_code,0,2,0
FRM,SRC_000060,external_link_boundary_code,2,2,0
FRM,SRC_000061,external_link_boundary_code,2,2,2
GOV,SRC_000002,external_link_boundary_code,9,9,9
GOV,SRC_000003,external_link_boundary_code,9,9,9
GOV,SRC_000004,external_link_boundary_code,9,9,9
GOV,SRC_000005,external_link_boundary_code,9,9,9
GOV,SRC_000020,external_link_boundary_code,9,9,9
GOV,SRC_000021,external_link_boundary_code,9,9,9
GOV,SRC_000022,external_link_boundary_code,9,9,9
GOV,SRC_000023,external_link_boundary_code,9,9,9
GOV,SRC_000028,external_link_boundary_code,9,9,9
GOV,SRC_000031,external_link_boundary_code,9,9,9
GOV,SRC_000052,external_link_boundary_code,9,9,9
GOV,SRC_000053,external_link_boundary_code,9,9,9
GOV,SRC_000054,external_link_boundary_code,9,9,9
GOV,SRC_000055,external_link_boundary_code,9,9,9
GOV,SRC_000056,external_link_boundary_code,9,9,9
INS,SRC_000017,external_link_boundary_code,9,9,9
INS,SRC_000018,external_link_boundary_code,9,9,2
INS,SRC_000019,external_link_boundary_code,9,9,9
INS,SRC_000024,external_link_boundary_code,9,9,9
INS,SRC_000029,external_link_boundary_code,9,9,9
INS,SRC_000030,external_link_boundary_code,9,9,9
INS,SRC_000032,external_link_boundary_code,9,9,0
INS,SRC_000033,external_link_boundary_code,9,9,9
INS,SRC_000034,external_link_boundary_code,9,9,9
INS,SRC_000047,external_link_boundary_code,9,9,0
INS,SRC_000048,external_link_boundary_code,9,9,9
INS,SRC_000049,external_link_boundary_code,9,9,9
INS,SRC_000050,external_link_boundary_code,9,9,9
INS,SRC_000051,external_link_boundary_code,9,9,9
JRN,SRC_000006,external_link_boundary_code,9,9,9
JRN,SRC_000007,external_link_boundary_code,9,9,9
JRN,SRC_000008,external_link_boundary_code,9,9,9
JRN,SRC_000009,external_link_boundary_code,9,9,9
JRN,SRC_000035,external_link_boundary_code,9,9,9
JRN,SRC_000036,external_link_boundary_code,9,9,9
JRN,SRC_000037,external_link_boundary_code,9,9,9
JRN,SRC_000038,external_link_boundary_code,9,9,9
JRN,SRC_000039,external_link_boundary_code,9,9,9
JRN,SRC_000042,external_link_boundary_code,9,9,9
JRN,SRC_000043,external_link_boundary_code,9,9,9
JRN,SRC_000044,external_link_boundary_code,9,9,9
JRN,SRC_000045,external_link_boundary_code,9,9,9
JRN,SRC_000046,external_link_boundary_code,9,9,9
COR,SRC_000015,journal_level_of_analysis_code,9,9,9
COR,SRC_000016,journal_level_of_analysis_code,9,9,9
COR,SRC_000025,journal_level_of_analysis_code,9,9,9
COR,SRC_000026,journal_level_of_analysis_code,9,9,9
COR,SRC_000027,journal_level_of_analysis_code,9,9,9
COR,SRC_000062,journal_level_of_analysis_code,9,9,9
COR,SRC_000063,journal_level_of_analysis_code,9,9,9
COR,SRC_000064,journal_level_of_analysis_code,9,9,9
COR,SRC_000065,journal_level_of_analysis_code,9,9,9
COR,SRC_000066,journal_level_of_analysis_code,9,9,9
FRM,SRC_000010,journal_level_of_analysis_code,9,9,9
FRM,SRC_000011,journal_level_of_analysis_code,9,9,9
FRM,SRC_000012,journal_level_of_analysis_code,9,9,9
FRM,SRC_000013,journal_level_of_analysis_code,9,9,9
FRM,SRC_000014,journal_level_of_analysis_code,9,9,9
FRM,SRC_000040,journal_level_of_analysis_code,9,9,9
FRM,SRC_000041,journal_level_of_analysis_code,9,9,9
FRM,SRC_000057,journal_level_of_analysis_code,9,9,9
FRM,SRC_000058,journal_level_of_analysis_code,9,9,9
FRM,SRC_000059,journal_level_of_analysis_code,9,9,9
FRM,SRC_000060,journal_level_of_analysis_code,9,9,9
FRM,SRC_000061,journal_level_of_analysis_code,9,9,9
GOV,SRC_000002,journal_level_of_analysis_code,9,9,9
GOV,SRC_000003,journal_level_of_analysis_code,9,9,9
GOV,SRC_000004,journal_level_of_analysis_code,9,9,9
GOV,SRC_000005,journal_level_of_analysis_code,9,9,9
GOV,SRC_000020,journal_level_of_analysis_code,9,9,9
GOV,SRC_000021,journal_level_of_analysis_code,9,9,9
GOV,SRC_000022,journal_level_of_analysis_code,9,9,9
GOV,SRC_000023,journal_level_of_analysis_code,9,9,9
GOV,SRC_000028,journal_level_of_analysis_code,9,9,9
GOV,SRC_000031,journal_level_of_analysis_code,9,9,9
GOV,SRC_000052,journal_level_of_analysis_code,9,9,9
GOV,SRC_000053,journal_level_of_analysis_code,9,9,9
GOV,SRC_000054,journal_level_of_analysis_code,9,9,9
GOV,SRC_000055,journal_level_of_analysis_code,9,9,9
GOV,SRC_000056,journal_level_of_analysis_code,9,9,9
INS,SRC_000017,journal_level_of_analysis_code,9,9,9
INS,SRC_000018,journal_level_of_analysis_code,9,9,9
INS,SRC_000019,journal_level_of_analysis_code,9,9,9
INS,SRC_000024,journal_level_of_analysis_code,9,9,9
INS,SRC_000029,journal_level_of_analysis_code,9,9,9
INS,SRC_000030,journal_level_of_analysis_code,9,9,9
INS,SRC_000032,journal_level_of_analysis_code,9,9,9
INS,SRC_000033,journal_level_of_analysis_code,9,9,9
INS,SRC_000034,journal_level_of_analysis_code,9,9,9
INS,SRC_000047,journal_level_of_analysis_code,9,9,9
INS,SRC_000048,journal_level_of_analysis_code,9,9,9
INS,SRC_000049,journal_level_of_analysis_code,9,9,9
INS,SRC_000050,journal_level_of_analysis_code,9,9,9
INS,SRC_000051,journal_level_of_analysis_code,9,9,9
JRN,SRC_000006,journal_level_of_analysis_code,7,7,0
JRN,SRC_000007,journal_level_of_analysis_code,3,3,2
JRN,SRC_000008,journal_level_of_analysis_code,2,2,2
JRN,SRC_000009,journal_level_of_analysis_code,2,2,7
JRN,SRC_000035,journal_level_of_analysis_code,2,2,2
JRN,SRC_000036,journal_level_of_analysis_code,7,7,7
JRN,SRC_000037,journal_level_of_analysis_code,7,7,7
JRN,SRC_000038,journal_level_of_analysis_code,7,7,7
JRN,SRC_000039,journal_level_of_analysis_code,7,7,7
JRN,SRC_000042,journal_level_of_analysis_code,2,2,0
JRN,SRC_000043,journal_level_of_analysis_code,2,2,2
JRN,SRC_000044,journal_level_of_analysis_code,7,7,0
JRN,SRC_000045,journal_level_of_analysis_code,2,2,2
JRN,SRC_000046,journal_level_of_analysis_code,7,7,7
COR,SRC_000015,journal_method_evidence_label_code,9,9,9
COR,SRC_000016,journal_method_evidence_label_code,9,9,9
COR,SRC_000025,journal_method_evidence_label_code,9,9,9
COR,SRC_000026,journal_method_evidence_label_code,9,9,9
COR,SRC_000027,journal_method_evidence_label_code,9,9,9
COR,SRC_000062,journal_method_evidence_label_code,9,9,9
COR,SRC_000063,journal_method_evidence_label_code,9,9,9
COR,SRC_000064,journal_method_evidence_label_code,9,9,9
COR,SRC_000065,journal_method_evidence_label_code,9,9,9
COR,SRC_000066,journal_method_evidence_label_code,9,9,9
FRM,SRC_000010,journal_method_evidence_label_code,9,9,9
FRM,SRC_000011,journal_method_evidence_label_code,9,9,9
FRM,SRC_000012,journal_method_evidence_label_code,9,9,9
FRM,SRC_000013,journal_method_evidence_label_code,9,9,9
FRM,SRC_000014,journal_method_evidence_label_code,9,9,9
FRM,SRC_000040,journal_method_evidence_label_code,9,9,9
FRM,SRC_000041,journal_method_evidence_label_code,9,9,9
FRM,SRC_000057,journal_method_evidence_label_code,9,9,9
FRM,SRC_000058,journal_method_evidence_label_code,9,9,9
FRM,SRC_000059,journal_method_evidence_label_code,9,9,9
FRM,SRC_000060,journal_method_evidence_label_code,9,9,9
FRM,SRC_000061,journal_method_evidence_label_code,9,9,9
GOV,SRC_000002,journal_method_evidence_label_code,9,9,9
GOV,SRC_000003,journal_method_evidence_label_code,9,9,9
GOV,SRC_000004,journal_method_evidence_label_code,9,9,9
GOV,SRC_000005,journal_method_evidence_label_code,9,9,9
GOV,SRC_000020,journal_method_evidence_label_code,9,9,9
GOV,SRC_000021,journal_method_evidence_label_code,9,9,9
GOV,SRC_000022,journal_method_evidence_label_code,9,9,9
GOV,SRC_000023,journal_method_evidence_label_code,9,9,9
GOV,SRC_000028,journal_method_evidence_label_code,9,9,9
GOV,SRC_000031,journal_method_evidence_label_code,9,9,9
GOV,SRC_000052,journal_method_evidence_label_code,9,9,9
GOV,SRC_000053,journal_method_evidence_label_code,9,9,9
GOV,SRC_000054,journal_method_evidence_label_code,9,9,9
GOV,SRC_000055,journal_method_evidence_label_code,9,9,9
GOV,SRC_000056,journal_method_evidence_label_code,9,9,9
INS,SRC_000017,journal_method_evidence_label_code,9,9,9
INS,SRC_000018,journal_method_evidence_label_code,9,9,9
INS,SRC_000019,journal_method_evidence_label_code,9,9,9
INS,SRC_000024,journal_method_evidence_label_code,9,9,9
INS,SRC_000029,journal_method_evidence_label_code,9,9,9
INS,SRC_000030,journal_method_evidence_label_code,9,9,9
INS,SRC_000032,journal_method_evidence_label_code,9,9,9
INS,SRC_000033,journal_method_evidence_label_code,9,9,9
INS,SRC_000034,journal_method_evidence_label_code,9,9,9
INS,SRC_000047,journal_method_evidence_label_code,9,9,9
INS,SRC_000048,journal_method_evidence_label_code,9,9,9
INS,SRC_000049,journal_method_evidence_label_code,9,9,9
INS,SRC_000050,journal_method_evidence_label_code,9,9,9
INS,SRC_000051,journal_method_evidence_label_code,9,9,9
JRN,SRC_000006,journal_method_evidence_label_code,1,1,1
JRN,SRC_000007,journal_method_evidence_label_code,3,6,3
JRN,SRC_000008,journal_method_evidence_label_code,1,6,6
JRN,SRC_000009,journal_method_evidence_label_code,3,3,3
JRN,SRC_000035,journal_method_evidence_label_code,3,6,3
JRN,SRC_000036,journal_method_evidence_label_code,3,3,3
JRN,SRC_000037,journal_method_evidence_label_code,3,6,3
JRN,SRC_000038,journal_method_evidence_label_code,3,3,3
JRN,SRC_000039,journal_method_evidence_label_code,1,1,1
JRN,SRC_000042,journal_method_evidence_label_code,6,3,3
JRN,SRC_000043,journal_method_evidence_label_code,6,3,3
JRN,SRC_000044,journal_method_evidence_label_code,3,6,3
JRN,SRC_000045,journal_method_evidence_label_code,3,6,3
JRN,SRC_000046,journal_method_evidence_label_code,3,6,3
COR,SRC_000015,journal_method_type_code,9,9,9
COR,SRC_000016,journal_method_type_code,9,9,9
COR,SRC_000025,journal_method_type_code,9,9,9
COR,SRC_000026,journal_method_type_code,9,9,9
COR,SRC_000027,journal_method_type_code,9,9,9
COR,SRC_000062,journal_method_type_code,9,9,9
COR,SRC_000063,journal_method_type_code,9,9,9
COR,SRC_000064,journal_method_type_code,9,9,9
COR,SRC_000065,journal_method_type_code,9,9,9
COR,SRC_000066,journal_method_type_code,9,9,9
FRM,SRC_000010,journal_method_type_code,9,9,9
FRM,SRC_000011,journal_method_type_code,9,9,9
FRM,SRC_000012,journal_method_type_code,9,9,9
FRM,SRC_000013,journal_method_type_code,9,9,9
FRM,SRC_000014,journal_method_type_code,9,9,9
FRM,SRC_000040,journal_method_type_code,9,9,9
FRM,SRC_000041,journal_method_type_code,9,9,9
FRM,SRC_000057,journal_method_type_code,9,9,9
FRM,SRC_000058,journal_method_type_code,9,9,9
FRM,SRC_000059,journal_method_type_code,9,9,9
FRM,SRC_000060,journal_method_type_code,9,9,9
FRM,SRC_000061,journal_method_type_code,9,9,9
GOV,SRC_000002,journal_method_type_code,9,9,9
GOV,SRC_000003,journal_method_type_code,9,9,9
GOV,SRC_000004,journal_method_type_code,9,9,9
GOV,SRC_000005,journal_method_type_code,9,9,9
GOV,SRC_000020,journal_method_type_code,9,9,9
GOV,SRC_000021,journal_method_type_code,9,9,9
GOV,SRC_000022,journal_method_type_code,9,9,9
GOV,SRC_000023,journal_method_type_code,9,9,9
GOV,SRC_000028,journal_method_type_code,9,9,9
GOV,SRC_000031,journal_method_type_code,9,9,9
GOV,SRC_000052,journal_method_type_code,9,9,9
GOV,SRC_000053,journal_method_type_code,9,9,9
GOV,SRC_000054,journal_method_type_code,9,9,9
GOV,SRC_000055,journal_method_type_code,9,9,9
GOV,SRC_000056,journal_method_type_code,9,9,9
INS,SRC_000017,journal_method_type_code,9,9,9
INS,SRC_000018,journal_method_type_code,9,9,9
INS,SRC_000019,journal_method_type_code,9,9,9
INS,SRC_000024,journal_method_type_code,9,9,9
INS,SRC_000029,journal_method_type_code,9,9,9
INS,SRC_000030,journal_method_type_code,9,9,9
INS,SRC_000032,journal_method_type_code,9,9,9
INS,SRC_000033,journal_method_type_code,9,9,9
INS,SRC_000034,journal_method_type_code,9,9,9
INS,SRC_000047,journal_method_type_code,9,9,9
INS,SRC_000048,journal_method_type_code,9,9,9
INS,SRC_000049,journal_method_type_code,9,9,9
INS,SRC_000050,journal_method_type_code,9,9,9
INS,SRC_000051,journal_method_type_code,9,9,9
JRN,SRC_000006,journal_method_type_code,5,5,5
JRN,SRC_000007,journal_method_type_code,5,5,5
JRN,SRC_000008,journal_method_type_code,2,2,2
JRN,SRC_000009,journal_method_type_code,4,4,4
JRN,SRC_000035,journal_method_type_code,5,5,5
JRN,SRC_000036,journal_method_type_code,4,4,4
JRN,SRC_000037,journal_method_type_code,5,5,5
JRN,SRC_000038,journal_method_type_code,4,4,4
JRN,SRC_000039,journal_method_type_code,5,5,5
JRN,SRC_000042,journal_method_type_code,5,5,4
JRN,SRC_000043,journal_method_type_code,4,4,4
JRN,SRC_000044,journal_method_type_code,5,5,5
JRN,SRC_000045,journal_method_type_code,4,2,5
JRN,SRC_000046,journal_method_type_code,4,4,4
COR,SRC_000015,journal_source_type_code,9,9,9
COR,SRC_000016,journal_source_type_code,9,9,9
COR,SRC_000025,journal_source_type_code,9,9,9
COR,SRC_000026,journal_source_type_code,9,9,9
COR,SRC_000027,journal_source_type_code,9,9,9
COR,SRC_000062,journal_source_type_code,9,9,9
COR,SRC_000063,journal_source_type_code,9,9,9
COR,SRC_000064,journal_source_type_code,9,9,9
COR,SRC_000065,journal_source_type_code,9,9,9
COR,SRC_000066,journal_source_type_code,9,9,9
FRM,SRC_000010,journal_source_type_code,9,9,9
FRM,SRC_000011,journal_source_type_code,9,9,9
FRM,SRC_000012,journal_source_type_code,9,9,9
FRM,SRC_000013,journal_source_type_code,9,9,9
FRM,SRC_000014,journal_source_type_code,9,9,9
FRM,SRC_000040,journal_source_type_code,9,9,9
FRM,SRC_000041,journal_source_type_code,9,9,9
FRM,SRC_000057,journal_source_type_code,9,9,9
FRM,SRC_000058,journal_source_type_code,9,9,9
FRM,SRC_000059,journal_source_type_code,9,9,9
FRM,SRC_000060,journal_source_type_code,9,9,9
FRM,SRC_000061,journal_source_type_code,9,9,9
GOV,SRC_000002,journal_source_type_code,9,9,9
GOV,SRC_000003,journal_source_type_code,9,9,9
GOV,SRC_000004,journal_source_type_code,9,9,9
GOV,SRC_000005,journal_source_type_code,9,9,9
GOV,SRC_000020,journal_source_type_code,9,9,9
GOV,SRC_000021,journal_source_type_code,9,9,9
GOV,SRC_000022,journal_source_type_code,9,9,9
GOV,SRC_000023,journal_source_type_code,9,9,9
GOV,SRC_000028,journal_source_type_code,9,9,9
GOV,SRC_000031,journal_source_type_code,9,9,9
GOV,SRC_000052,journal_source_type_code,9,9,9
GOV,SRC_000053,journal_source_type_code,9,9,9
GOV,SRC_000054,journal_source_type_code,9,9,9
GOV,SRC_000055,journal_source_type_code,9,9,9
GOV,SRC_000056,journal_source_type_code,9,9,9
INS,SRC_000017,journal_source_type_code,9,9,9
INS,SRC_000018,journal_source_type_code,9,9,9
INS,SRC_000019,journal_source_type_code,9,9,9
INS,SRC_000024,journal_source_type_code,9,9,9
INS,SRC_000029,journal_source_type_code,9,9,9
INS,SRC_000030,journal_source_type_code,9,9,9
INS,SRC_000032,journal_source_type_code,9,9,9
INS,SRC_000033,journal_source_type_code,9,9,9
INS,SRC_000034,journal_source_type_code,9,9,9
INS,SRC_000047,journal_source_type_code,9,9,9
INS,SRC_000048,journal_source_type_code,9,9,9
INS,SRC_000049,journal_source_type_code,9,9,9
INS,SRC_000050,journal_source_type_code,9,9,9
INS,SRC_000051,journal_source_type_code,9,9,9
JRN,SRC_000006,journal_source_type_code,3,3,3
JRN,SRC_000007,journal_source_type_code,3,3,3
JRN,SRC_000008,journal_source_type_code,1,7,1
JRN,SRC_000009,journal_source_type_code,2,2,2
JRN,SRC_000035,journal_source_type_code,3,3,3
JRN,SRC_000036,journal_source_type_code,2,2,2
JRN,SRC_000037,journal_source_type_code,3,3,3
JRN,SRC_000038,journal_source_type_code,2,2,2
JRN,SRC_000039,journal_source_type_code,3,3,3
JRN,SRC_000042,journal_source_type_code,3,3,2
JRN,SRC_000043,journal_source_type_code,2,2,2
JRN,SRC_000044,journal_source_type_code,3,3,3
JRN,SRC_000045,journal_source_type_code,2,7,2
JRN,SRC_000046,journal_source_type_code,2,2,2
COR,SRC_000015,learner_posture_code,9,9,9
COR,SRC_000016,learner_posture_code,9,9,9
COR,SRC_000025,learner_posture_code,9,9,9
COR,SRC_000026,learner_posture_code,9,9,9
COR,SRC_000027,learner_posture_code,9,9,9
COR,SRC_000062,learner_posture_code,9,9,9
COR,SRC_000063,learner_posture_code,9,9,9
COR,SRC_000064,learner_posture_code,9,9,9
COR,SRC_000065,learner_posture_code,9,9,9
COR,SRC_000066,learner_posture_code,9,9,9
FRM,SRC_000010,learner_posture_code,4,7,4
FRM,SRC_000011,learner_posture_code,9,4,7
FRM,SRC_000012,learner_posture_code,7,7,7
FRM,SRC_000013,learner_posture_code,9,9,7
FRM,SRC_000014,learner_posture_code,9,9,9
FRM,SRC_000040,learner_posture_code,9,7,7
FRM,SRC_000041,learner_posture_code,7,7,7
FRM,SRC_000057,learner_posture_code,9,3,3
FRM,SRC_000058,learner_posture_code,9,9,9
FRM,SRC_000059,learner_posture_code,9,9,9
FRM,SRC_000060,learner_posture_code,9,9,9
FRM,SRC_000061,learner_posture_code,9,9,9
GOV,SRC_000002,learner_posture_code,9,9,9
GOV,SRC_000003,learner_posture_code,9,9,9
GOV,SRC_000004,learner_posture_code,9,9,9
GOV,SRC_000005,learner_posture_code,9,9,9
GOV,SRC_000020,learner_posture_code,9,9,9
GOV,SRC_000021,learner_posture_code,9,9,9
GOV,SRC_000022,learner_posture_code,9,9,9
GOV,SRC_000023,learner_posture_code,9,9,9
GOV,SRC_000028,learner_posture_code,9,9,9
GOV,SRC_000031,learner_posture_code,9,9,9
GOV,SRC_000052,learner_posture_code,9,9,9
GOV,SRC_000053,learner_posture_code,9,9,9
GOV,SRC_000054,learner_posture_code,9,9,9
GOV,SRC_000055,learner_posture_code,9,9,9
GOV,SRC_000056,learner_posture_code,9,9,9
INS,SRC_000017,learner_posture_code,9,9,9
INS,SRC_000018,learner_posture_code,9,9,9
INS,SRC_000019,learner_posture_code,9,9,9
INS,SRC_000024,learner_posture_code,9,9,9
INS,SRC_000029,learner_posture_code,9,9,9
INS,SRC_000030,learner_posture_code,9,9,9
INS,SRC_000032,learner_posture_code,9,9,9
INS,SRC_000033,learner_posture_code,9,9,9
INS,SRC_000034,learner_posture_code,9,9,9
INS,SRC_000047,learner_posture_code,9,9,9
INS,SRC_000048,learner_posture_code,9,9,9
INS,SRC_000049,learner_posture_code,9,9,9
INS,SRC_000050,learner_posture_code,9,9,9
INS,SRC_000051,learner_posture_code,9,9,9
JRN,SRC_000006,learner_posture_code,9,9,9
JRN,SRC_000007,learner_posture_code,9,9,9
JRN,SRC_000008,learner_posture_code,9,9,9
JRN,SRC_000009,learner_posture_code,9,9,9
JRN,SRC_000035,learner_posture_code,9,9,9
JRN,SRC_000036,learner_posture_code,9,9,9
JRN,SRC_000037,learner_posture_code,9,9,9
JRN,SRC_000038,learner_posture_code,9,9,9
JRN,SRC_000039,learner_posture_code,9,9,9
JRN,SRC_000042,learner_posture_code,9,9,9
JRN,SRC_000043,learner_posture_code,9,9,9
JRN,SRC_000044,learner_posture_code,9,9,9
JRN,SRC_000045,learner_posture_code,9,9,9
JRN,SRC_000046,learner_posture_code,9,9,9
COR,SRC_000015,overall_dominant_valence_code,9,9,9
COR,SRC_000016,overall_dominant_valence_code,9,9,9
COR,SRC_000025,overall_dominant_valence_code,9,9,9
COR,SRC_000026,overall_dominant_valence_code,9,9,9
COR,SRC_000027,overall_dominant_valence_code,9,9,9
COR,SRC_000062,overall_dominant_valence_code,9,9,9
COR,SRC_000063,overall_dominant_valence_code,9,9,9
COR,SRC_000064,overall_dominant_valence_code,9,9,9
COR,SRC_000065,overall_dominant_valence_code,9,9,9
COR,SRC_000066,overall_dominant_valence_code,9,9,9
FRM,SRC_000010,overall_dominant_valence_code,3,3,3
FRM,SRC_000011,overall_dominant_valence_code,4,4,2
FRM,SRC_000012,overall_dominant_valence_code,4,4,3
